Wall time,Step,Value
1520405961.3029726,0,24.704015731811523
1520406090.690532,0,24.831348419189453
1520406337.8930368,0,34.89596176147461
1520406696.2020037,0,31.902708053588867
1520406774.7865405,1,29.959333419799805
1520406852.4178002,2,28.68765640258789
1520406929.1703598,3,27.7546329498291
1520407005.9078023,4,26.672863006591797
1520407082.9403179,5,25.920557022094727
1520407160.8154442,6,25.46413803100586
1520407236.5448084,7,24.888689041137695
1520407310.9761703,8,24.538576126098633
1520407385.912132,9,24.291187286376953
1520407461.9212773,10,23.878768920898438
1520407537.1909702,11,23.73989486694336
1520407611.7973902,12,23.423629760742188
1520407687.2822468,13,23.214101791381836
1520407762.934459,14,23.045310974121094
1520407838.0758817,15,22.8548641204834
1520407913.369615,16,22.728168487548828
1520407989.1813557,17,22.63273811340332
1520408063.5931084,18,22.46165657043457
1520408138.6140916,19,22.279573440551758
1520408214.1574838,20,22.130807876586914
1520408289.1759224,21,21.974430084228516
1520408364.662274,22,22.019445419311523
1520408440.413254,23,21.899198532104492
1520408515.033036,24,21.678600311279297
1520408589.3918798,25,21.696592330932617
1520408664.7299464,26,21.587936401367188
1520408740.5014603,27,21.489938735961914
1520408816.1483002,28,21.455049514770508
1520408891.3423755,29,21.491939544677734
1520408966.3587432,30,21.4063663482666
1520409041.594057,31,21.276338577270508
1520409117.231851,32,21.273296356201172
1520409192.1065128,33,21.089061737060547
1520409266.8165238,34,21.061073303222656
1520409341.6256928,35,20.947751998901367
1520409417.3499868,36,21.02458953857422
1520409492.4108357,37,21.06894302368164
1520409568.232654,38,20.834321975708008
1520409643.530341,39,20.8636417388916
1520409718.4639454,40,20.863527297973633
1520409793.6193483,41,20.85467529296875
1520409868.5798056,42,20.835315704345703
1520409943.5793889,43,20.731653213500977
1520410018.925005,44,20.68138885498047
1520410093.7024279,45,20.709537506103516
1520410167.786384,46,20.600627899169922
1520410243.0417156,47,20.486696243286133
1520410318.798384,48,20.517263412475586
1520410393.7923396,49,20.472501754760742
1520410468.7576597,50,20.478235244750977
1520410543.6242175,51,20.438352584838867
1520410618.4241183,52,20.437213897705078
1520410693.3487408,53,20.352394104003906
1520410767.4455519,54,20.439916610717773
1520410841.916053,55,20.333372116088867
1520410915.6258988,56,20.271392822265625
1520410990.4767315,57,20.33141326904297
1520411064.5360022,58,20.23919105529785
1520411139.3479335,59,20.234743118286133
1520411213.9087238,60,20.17353630065918
1520411288.569551,61,20.16160011291504
1520411362.2256534,62,20.172607421875
1520411436.444533,63,20.120180130004883
1520411511.0647805,64,20.018606185913086
1520411585.48904,65,20.061660766601562
1520411659.5613284,66,20.05181121826172
1520411732.7892158,67,20.016315460205078
1520411805.9114656,68,20.085609436035156
1520411878.8887255,69,20.04122543334961
1520411952.3430188,70,19.882720947265625
1520412025.2573206,71,19.9616641998291
1520412098.8839834,72,19.8867130279541
1520412172.500534,73,19.832815170288086
1520412245.4287064,74,19.89468002319336
1520412319.3533993,75,19.909908294677734
1520412393.3043087,76,19.856014251708984
1520412466.0108247,77,19.933996200561523
1520412538.5716434,78,19.825910568237305
1520412612.2146902,79,19.758651733398438
1520412685.77799,80,19.793704986572266
1520412758.8005342,81,19.816476821899414
1520412832.2919285,82,19.768049240112305
1520412905.5944242,83,19.717594146728516
1520412976.4514523,84,19.74640655517578
1520413048.7244813,85,19.717525482177734
1520413121.2641227,86,19.729534149169922
1520413194.5769632,87,19.76178550720215
1520413268.0395863,88,19.633554458618164
1520413339.562499,89,19.67613410949707
1520413412.66743,90,19.682004928588867
1520413485.5731194,91,19.665254592895508
1520413559.3190918,92,19.62904167175293
1520413633.2017698,93,19.615842819213867
1520413706.3275247,94,19.545406341552734
1520413779.7749238,95,19.48245620727539
1520413853.3068807,96,19.65172004699707
1520413927.1006637,97,19.565555572509766
1520414000.7463233,98,19.753061294555664
1520414073.2616403,99,19.53040885925293
1520414146.8972754,100,19.472957611083984
1520414219.834118,101,19.482192993164062
1520414292.4362066,102,19.58026695251465
1520414365.6062803,103,19.456951141357422
1520414437.0369005,104,19.5345516204834
1520414510.0013576,105,19.515939712524414
1520414583.573506,106,19.396608352661133
1520414655.790002,107,19.3543643951416
1520414728.4015844,108,19.449377059936523
1520414802.4464266,109,19.368816375732422
1520414876.0147645,110,19.40011215209961
1520414950.1867638,111,19.37147331237793
1520415024.2148395,112,19.50027084350586
1520415096.9908597,113,19.45603370666504
1520415170.2360783,114,19.35260772705078
1520415242.9085138,115,19.372587203979492
1520415314.9489381,116,19.246641159057617
1520415387.9527974,117,19.29984474182129
1520415459.6510963,118,19.2772159576416
1520415533.5309556,119,19.339170455932617
1520415605.8105125,120,19.38550567626953
1520415677.8486323,121,19.351470947265625
1520415751.26537,122,19.348142623901367
1520415824.8986394,123,19.311986923217773
1520415898.8458798,124,19.31947135925293
1520415971.933095,125,19.281641006469727
1520416044.415269,126,19.195472717285156
1520416115.9953227,127,19.189207077026367
1520416189.010021,128,19.17862892150879
1520416259.7901273,129,19.226192474365234
1520416331.6136615,130,19.459638595581055
1520416403.2859874,131,19.398405075073242
1520416474.0378468,132,19.167272567749023
1520416546.3843398,133,19.11935806274414
1520416618.486439,134,19.12822151184082
1520416690.70397,135,19.12346076965332
1520416763.0569985,136,19.162452697753906
1520416835.3481443,137,19.132326126098633
1520416907.874286,138,19.059371948242188
1520416981.1866963,139,19.18266487121582
1520417054.7345047,140,19.131057739257812
1520417129.064998,141,19.254854202270508
1520417201.4736667,142,19.256933212280273
1520417275.0397093,143,19.17511558532715
1520417348.1438308,144,19.003028869628906
1520417421.8763266,145,19.143041610717773
1520417495.3625543,146,19.117889404296875
1520417568.3232167,147,19.067535400390625
1520417640.8820608,148,19.060773849487305
1520417713.8729699,149,19.017969131469727
1520417786.84514,150,19.05249786376953
1520417860.223555,151,19.027355194091797
1520417933.394255,152,19.138025283813477
1520418006.6470966,153,19.13709259033203
1520418079.6996777,154,19.02674674987793
1520418152.7565455,155,19.04153060913086
1520418226.1709566,156,19.116729736328125
1520418296.5818353,157,18.97458267211914
1520418368.5191708,158,18.973514556884766
1520418441.464844,159,19.053054809570312
1520418513.8570786,160,18.8685359954834
1520418585.863239,161,19.07791519165039
1520418659.3403523,162,19.03199577331543
1520418731.336025,163,19.009733200073242
1520418804.7395506,164,19.102458953857422
1520418878.319386,165,18.925472259521484
1520418952.0243888,166,18.990991592407227
1520419024.6231027,167,18.93659210205078
1520419095.141068,168,19.011198043823242
1520419168.3357859,169,18.85141372680664
1520419241.4507847,170,18.948013305664062
1520419315.0932086,171,18.907119750976562
1520419388.6874273,172,18.953702926635742
1520419461.5837984,173,18.867271423339844
1520419534.2747502,174,18.954965591430664
1520419606.122613,175,18.882951736450195
1520419679.5651731,176,18.918031692504883
1520419752.6902099,177,18.984516143798828
1520419825.584733,178,18.83213996887207
1520419899.4870028,179,18.909521102905273
1520419971.7477047,180,18.91086769104004
1520420043.6993961,181,18.879560470581055
1520420116.9989169,182,18.82404136657715
1520420190.2246993,183,18.784822463989258
1520420263.3402624,184,18.795940399169922
1520420334.8255522,185,18.86391258239746
1520420407.898557,186,18.886064529418945
1520420479.1405292,187,19.13079833984375
1520420551.0310695,188,18.807519912719727
1520420623.771342,189,18.82773208618164
1520420696.0498745,190,18.867929458618164
1520420768.4487424,191,18.81980323791504
1520420841.564488,192,18.877092361450195
1520420913.1115255,193,18.758731842041016
1520420986.855492,194,18.773231506347656
1520421059.0835316,195,18.783649444580078
1520421132.1112409,196,18.806514739990234
1520421203.5961318,197,18.907712936401367
1520421276.638401,198,18.785476684570312
1520421349.6489646,199,18.60144805908203
1520421422.5976105,200,18.725048065185547
1520421495.9786727,201,18.730562210083008
1520421566.2706268,202,18.661909103393555
1520421638.4523904,203,18.707393646240234
1520421712.2247665,204,18.830869674682617
1520421785.6596968,205,18.84766387939453
1520421857.883679,206,18.865522384643555
1520421930.0357873,207,18.760982513427734
1520422003.2911909,208,18.719425201416016
1520422076.6613297,209,18.726255416870117
1520422148.5668435,210,18.589595794677734
1520422220.763539,211,18.735061645507812
1520422293.4706638,212,18.79100227355957
1520422366.4769742,213,18.80061149597168
1520422439.8514032,214,18.729021072387695
1520422513.639455,215,18.692882537841797
1520422587.2163517,216,18.68287467956543
1520422659.587951,217,18.679033279418945
1520422732.5116208,218,18.68636131286621
1520422805.4860423,219,18.62607192993164
1520422878.9646404,220,18.640762329101562
